,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
1795,1973,141,Drama,6.7,73,Shankar Mukherjee,Dev Anand,Rakhee Gulzar,Yogeeta Bali,6.248697068403909,6.911111111111111,6.777165354330709,6.01304347826087,6.542857142857143
1795,1973,141, Thriller,6.7,73,Shankar Mukherjee,Dev Anand,Rakhee Gulzar,Yogeeta Bali,5.674915254237288,6.911111111111111,6.777165354330709,6.01304347826087,6.542857142857143
1796,1962,145,Drama,6.1,21,Lekhraj Bhakri,Manoj Kumar,Vijaya Choudhury,I.S. Johar,6.248697068403909,6.714285714285714,5.967741935483871,6.3,6.275
1797,2010,139,Comedy,7.2,15583,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranjit Batra,5.838422649140546,6.55,5.51304347826087,6.3500000000000005,7.2
1797,2010,139, Drama,7.2,15583,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranjit Batra,5.875793244626407,6.55,5.51304347826087,6.3500000000000005,7.2
1797,2010,139, Romance,7.2,15583,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranjit Batra,5.838738738738739,6.55,5.51304347826087,6.3500000000000005,7.2
1804,1990,145,Action,5.1,298,Shyam Ramsay,Tulsi Ramsay,Hashmat Khan,Manjeet Kular,5.511985472154963,5.44390243902439,5.775,5.1,5.1
1804,1990,145, Drama,5.1,298,Shyam Ramsay,Tulsi Ramsay,Hashmat Khan,Manjeet Kular,5.875793244626407,5.44390243902439,5.775,5.1,5.1
1804,1990,145, Horror,5.1,298,Shyam Ramsay,Tulsi Ramsay,Hashmat Khan,Manjeet Kular,5.0418918918918925,5.44390243902439,5.775,5.1,5.1
1810,1998,154,Action,4.8,1852,K. Muralimohana Rao,Rajesh Malik,Jackie Shroff,Salman Khan,5.511985472154963,4.516666666666667,6.0,5.0462686567164186,5.6033333333333335
1810,1998,154, Drama,4.8,1852,K. Muralimohana Rao,Rajesh Malik,Jackie Shroff,Salman Khan,5.875793244626407,4.516666666666667,6.0,5.0462686567164186,5.6033333333333335
1810,1998,154, Romance,4.8,1852,K. Muralimohana Rao,Rajesh Malik,Jackie Shroff,Salman Khan,5.838738738738739,4.516666666666667,6.0,5.0462686567164186,5.6033333333333335
1811,1969,159,Drama,7.2,85,Narendra Bedi,Rajesh Khanna,Mumtaz,Anju Mahendru,6.248697068403909,6.177777777777778,6.575280898876405,6.5452830188679245,7.2
1811,1969,159, Family,7.2,85,Narendra Bedi,Rajesh Khanna,Mumtaz,Anju Mahendru,6.327197802197802,6.177777777777778,6.575280898876405,6.5452830188679245,7.2
1811,1969,159, Musical,7.2,85,Narendra Bedi,Rajesh Khanna,Mumtaz,Anju Mahendru,6.289130434782608,6.177777777777778,6.575280898876405,6.5452830188679245,7.2
1814,1983,124,Drama,7.1,36,Anil Sharma,Shashi Kapoor,Zeenat Aman,Rakhee Gulzar,6.248697068403909,5.635483870967741,6.3065868263473055,6.6,6.977777777777778
1814,1983,124, Family,7.1,36,Anil Sharma,Shashi Kapoor,Zeenat Aman,Rakhee Gulzar,6.327197802197802,5.635483870967741,6.3065868263473055,6.6,6.977777777777778
1817,1973,139,Action,5.8,100,O.P. Goyle,Mumtaz,Amitabh Bachchan,Ajit,5.511985472154963,5.8,6.044444444444444,6.523809523809524,6.4
1817,1973,139, Thriller,5.8,100,O.P. Goyle,Mumtaz,Amitabh Bachchan,Ajit,5.674915254237288,5.8,6.044444444444444,6.523809523809524,6.4
1818,1992,126,Family,7.9,7,Ugyen Chhopel,Abhishek,Danny Denzongpa,Gitanjali,6.296153846153846,7.9,6.550000000000001,5.8875,7.9
1820,1957,135,Drama,6.2,27,Satyen Bose,Ashok Kumar,Shyama,Kishore Kumar,6.248697068403909,6.929729729729729,6.52970297029703,6.282608695652174,6.4
1820,1957,135, Family,6.2,27,Satyen Bose,Ashok Kumar,Shyama,Kishore Kumar,6.327197802197802,6.929729729729729,6.52970297029703,6.282608695652174,6.4
1822,1963,157,Drama,7.7,756,Bimal Roy,Ashok Kumar,Nutan,Dharmendra,6.248697068403909,7.430769230769231,6.52970297029703,6.83469387755102,5.36923076923077
1822,1963,157, Musical,7.7,756,Bimal Roy,Ashok Kumar,Nutan,Dharmendra,6.289130434782608,7.430769230769231,6.52970297029703,6.83469387755102,5.36923076923077
1822,1963,157, Romance,7.7,756,Bimal Roy,Ashok Kumar,Nutan,Dharmendra,5.838738738738739,7.430769230769231,6.52970297029703,6.83469387755102,5.36923076923077
1824,1955,129,Comedy,7.1,17,Satyen Bose,Ashok Kumar,Meena Kumari,Daisy Irani,5.838422649140546,6.929729729729729,6.52970297029703,6.548837209302326,7.099999999999999
1824,1955,129, Drama,7.1,17,Satyen Bose,Ashok Kumar,Meena Kumari,Daisy Irani,5.875793244626407,6.929729729729729,6.52970297029703,6.548837209302326,7.099999999999999
1824,1955,129, Musical,7.1,17,Satyen Bose,Ashok Kumar,Meena Kumari,Daisy Irani,6.289130434782608,6.929729729729729,6.52970297029703,6.548837209302326,7.099999999999999
1826,1980,152,Action,6.1,47,K. Bapaiah,Rajesh Khanna,Hema Malini,Danny Denzongpa,5.511985472154963,5.464583333333334,6.575280898876405,6.274757281553398,5.974
1826,1980,152, Crime,6.1,47,K. Bapaiah,Rajesh Khanna,Hema Malini,Danny Denzongpa,5.683443708609272,5.464583333333334,6.575280898876405,6.274757281553398,5.974
1826,1980,152, Drama,6.1,47,K. Bapaiah,Rajesh Khanna,Hema Malini,Danny Denzongpa,5.875793244626407,5.464583333333334,6.575280898876405,6.274757281553398,5.974
1827,1994,119,Biography,7.6,4518,Shekhar Kapur,Seema Biswas,Nirmal Pandey,Rajesh Vivek,6.697619047619048,7.8,6.0,7.24,6.3
1827,1994,119, Crime,7.6,4518,Shekhar Kapur,Seema Biswas,Nirmal Pandey,Rajesh Vivek,5.683443708609272,7.8,6.0,7.24,6.3
1827,1994,119, Drama,7.6,4518,Shekhar Kapur,Seema Biswas,Nirmal Pandey,Rajesh Vivek,5.875793244626407,7.8,6.0,7.24,6.3
1829,2013,132,Crime,5.9,140,Aditya Om,Manisha Kelkar,Arshad Khan,Ashish Kotwal,6.124723247232472,6.425,5.9,5.9,5.9
1829,2013,132, Thriller,5.9,140,Aditya Om,Manisha Kelkar,Arshad Khan,Ashish Kotwal,5.674915254237288,6.425,5.9,5.9,5.9
1835,2014,153,Action,5.6,22436,Siddharth Anand,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,5.511985472154963,5.966666666666666,6.205263157894737,5.795918367346939,6.875
1835,2014,153, Adventure,5.6,22436,Siddharth Anand,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,5.694767441860465,5.966666666666666,6.205263157894737,5.795918367346939,6.875
1835,2014,153, Comedy,5.6,22436,Siddharth Anand,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,5.507605633802817,5.966666666666666,6.205263157894737,5.795918367346939,6.875
1837,2015,135,Comedy,4.5,1168,Karan Anshuman,Jacqueline Fernandez,Michalina Olszanska,Riteish Deshmukh,5.838422649140546,4.5,4.68,4.5,5.1033333333333335
1837,2015,135, Drama,4.5,1168,Karan Anshuman,Jacqueline Fernandez,Michalina Olszanska,Riteish Deshmukh,5.875793244626407,4.5,4.68,4.5,5.1033333333333335
1839,1991,145,Drama,5.1,100,Harmesh Malhotra,Rishi Kapoor,Sridevi,Kulbhushan Kharbanda,6.248697068403909,5.553846153846154,6.013207547169811,6.090625,5.8
1839,1991,145, Romance,5.1,100,Harmesh Malhotra,Rishi Kapoor,Sridevi,Kulbhushan Kharbanda,5.838738738738739,5.553846153846154,6.013207547169811,6.090625,5.8
1842,2016,137,Action,4.9,1105,Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Aditya Kumar,5.511985472154963,4.9,5.057894736842106,6.5600000000000005,4.9
1842,2016,137, Drama,4.9,1105,Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Aditya Kumar,5.875793244626407,4.9,5.057894736842106,6.5600000000000005,4.9
1842,2016,137, Music,4.9,1105,Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Aditya Kumar,5.9879999999999995,4.9,5.057894736842106,6.5600000000000005,4.9
1844,2017,120,Action,5.9,2603,Bumpy,Riteish Deshmukh,Vivek Oberoi,Rhea Chakraborty,5.511985472154963,5.46,5.057894736842106,5.15483870967742,5.900000000000001
1844,2017,120, Comedy,5.9,2603,Bumpy,Riteish Deshmukh,Vivek Oberoi,Rhea Chakraborty,5.507605633802817,5.46,5.057894736842106,5.15483870967742,5.900000000000001
1844,2017,120, Crime,5.9,2603,Bumpy,Riteish Deshmukh,Vivek Oberoi,Rhea Chakraborty,5.683443708609272,5.46,5.057894736842106,5.15483870967742,5.900000000000001
1859,2021,108,Drama,3.7,7,Hari Viswanath,Anurag Kashyap,Rituparna Sengupta,Upendra Limaye,6.248697068403909,3.7,3.7,6.09375,5.1
1861,1950,148,Drama,6.0,6,G. Rakesh,Raj Kapoor,Lalita Pawar,Nimmi,6.248697068403909,6.0,6.949295774647887,6.75,6.2
1866,1955,129,Musical,6.2,18,K. Amarnath,Geeta Bali,Ajit,Pran,6.095555555555555,6.11,6.566666666666666,6.181481481481482,6.575409836065574
1866,1955,129, Romance,6.2,18,K. Amarnath,Geeta Bali,Ajit,Pran,5.838738738738739,6.11,6.566666666666666,6.181481481481482,6.575409836065574
1867,2009,97,Comedy,6.8,1166,Raja Menon,Naseeruddin Shah,Vijay Raaz,Arjun Mathur,5.838422649140546,6.6875,6.2042553191489365,6.0,6.05
1867,2009,97, Crime,6.8,1166,Raja Menon,Naseeruddin Shah,Vijay Raaz,Arjun Mathur,5.683443708609272,6.6875,6.2042553191489365,6.0,6.05
1867,2009,97, Drama,6.8,1166,Raja Menon,Naseeruddin Shah,Vijay Raaz,Arjun Mathur,5.875793244626407,6.6875,6.2042553191489365,6.0,6.05
1873,2005,119,Drama,5.6,36,Bappaditya Bandopadhyay,Sreelekha Mitra,Sudip Mukherjee,Rudranil Ghosh,6.248697068403909,5.45,5.6,5.6,5.6
1873,2005,119, Romance,5.6,36,Bappaditya Bandopadhyay,Sreelekha Mitra,Sudip Mukherjee,Rudranil Ghosh,5.838738738738739,5.45,5.6,5.6,5.6
1874,2004,155,Action,5.9,661,Eeshwar Nivas,Bobby Deol,Lara Dutta,Rahul Dev,5.511985472154963,5.716666666666667,4.793617021276596,5.346153846153846,4.9714285714285715
1874,2004,155, Drama,5.9,661,Eeshwar Nivas,Bobby Deol,Lara Dutta,Rahul Dev,5.875793244626407,5.716666666666667,4.793617021276596,5.346153846153846,4.9714285714285715
1874,2004,155, Thriller,5.9,661,Eeshwar Nivas,Bobby Deol,Lara Dutta,Rahul Dev,5.674915254237288,5.716666666666667,4.793617021276596,5.346153846153846,4.9714285714285715
1876,2015,80,Adventure,5.6,149,Praveen Morchhale,Sonu Chourasia,Ajay Chourey,Farrukh Jaffar,6.181904761904762,5.85,5.599999999999999,5.599999999999999,5.599999999999999
1876,2015,80, Drama,5.6,149,Praveen Morchhale,Sonu Chourasia,Ajay Chourey,Farrukh Jaffar,5.875793244626407,5.85,5.599999999999999,5.599999999999999,5.599999999999999
1876,2015,80, Family,5.6,149,Praveen Morchhale,Sonu Chourasia,Ajay Chourey,Farrukh Jaffar,6.327197802197802,5.85,5.599999999999999,5.599999999999999,5.599999999999999
1877,2012,151,Comedy,8.1,77377,Anurag Basu,Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz,5.838422649140546,6.4071428571428575,6.548780487804878,5.071428571428571,5.8999999999999995
1877,2012,151, Drama,8.1,77377,Anurag Basu,Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz,5.875793244626407,6.4071428571428575,6.548780487804878,5.071428571428571,5.8999999999999995
1877,2012,151, Romance,8.1,77377,Anurag Basu,Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz,5.838738738738739,6.4071428571428575,6.548780487804878,5.071428571428571,5.8999999999999995
1880,1959,169,Romance,4.9,9,R. Krishnan,S. Panju,Jagdeep,Nanda,5.59874213836478,6.533333333333334,6.533333333333334,5.2,6.825
1883,2015,127,Drama,5.1,315,Shadaab Mirza,Sara Loren,Priyanshu Chatterjee,Muntazir Ahmad,6.248697068403909,5.1,5.1,5.1625,5.1
1883,2015,127, Romance,5.1,315,Shadaab Mirza,Sara Loren,Priyanshu Chatterjee,Muntazir Ahmad,5.838738738738739,5.1,5.1,5.1625,5.1
1886,1976,140,Action,6.0,84,Pramod Chakravorty,Rishi Kapoor,Shoma Anand,Reena Roy,5.511985472154963,6.439473684210527,6.013207547169811,5.75,5.674358974358975
1886,1976,140, Crime,6.0,84,Pramod Chakravorty,Rishi Kapoor,Shoma Anand,Reena Roy,5.683443708609272,6.439473684210527,6.013207547169811,5.75,5.674358974358975
1886,1976,140, Drama,6.0,84,Pramod Chakravorty,Rishi Kapoor,Shoma Anand,Reena Roy,5.875793244626407,6.439473684210527,6.013207547169811,5.75,5.674358974358975
1887,1998,159,Action,4.7,626,Pramod Chakravorty,Rakhee Gulzar,Akshay Kumar,Raveena Tandon,5.511985472154963,6.439473684210527,5.881132075471698,5.665591397849462,5.5162790697674415
1887,1998,159, Crime,4.7,626,Pramod Chakravorty,Rakhee Gulzar,Akshay Kumar,Raveena Tandon,5.683443708609272,6.439473684210527,5.881132075471698,5.665591397849462,5.5162790697674415
1887,1998,159, Drama,4.7,626,Pramod Chakravorty,Rakhee Gulzar,Akshay Kumar,Raveena Tandon,5.875793244626407,6.439473684210527,5.881132075471698,5.665591397849462,5.5162790697674415
1889,2019,89,Mystery,7.3,1135,Bugs Bhargava Krishna,Amit Sadh,Manjari Fadnnis,Aaryan Menghji,5.854237288135593,7.333333333333333,6.540000000000001,6.666666666666667,7.3
1889,2019,89, Thriller,7.3,1135,Bugs Bhargava Krishna,Amit Sadh,Manjari Fadnnis,Aaryan Menghji,5.674915254237288,7.333333333333333,6.540000000000001,6.666666666666667,7.3
1892,1949,171,Drama,7.7,596,Raj Kapoor,Nargis,Raj Kapoor,Prem Nath,6.248697068403909,7.11,7.455555555555556,7.338461538461538,6.541379310344827
1892,1949,171, Romance,7.7,596,Raj Kapoor,Nargis,Raj Kapoor,Prem Nath,5.838738738738739,7.11,7.455555555555556,7.338461538461538,6.541379310344827
1892,1949,171, Musical,7.7,596,Raj Kapoor,Nargis,Raj Kapoor,Prem Nath,6.289130434782608,7.11,7.455555555555556,7.338461538461538,6.541379310344827
1893,1995,166,Action,5.4,1193,Rajkumar Santoshi,Bobby Deol,Twinkle Khanna,Raj Babbar,5.511985472154963,6.835135135135135,4.793617021276596,4.603703703703704,5.529787234042553
1893,1995,166, Romance,5.4,1193,Rajkumar Santoshi,Bobby Deol,Twinkle Khanna,Raj Babbar,5.838738738738739,6.835135135135135,4.793617021276596,4.603703703703704,5.529787234042553
1894,1981,142,Romance,6.3,312,Shakti Samanta,Amitabh Bachchan,Rakhee Gulzar,Amjad Khan,5.59874213836478,6.718571428571429,6.148872180451128,6.01304347826087,5.558064516129033
1894,1981,142, Thriller,6.3,312,Shakti Samanta,Amitabh Bachchan,Rakhee Gulzar,Amjad Khan,5.674915254237288,6.718571428571429,6.148872180451128,6.01304347826087,5.558064516129033
1895,1960,142,Drama,6.9,117,P.L. Santoshi,Madhubala,Bharat Bhushan,Shyama,6.248697068403909,6.23,6.84,6.5120000000000005,6.615384615384615
1895,1960,142, Musical,6.9,117,P.L. Santoshi,Madhubala,Bharat Bhushan,Shyama,6.289130434782608,6.23,6.84,6.5120000000000005,6.615384615384615
1895,1960,142, Romance,6.9,117,P.L. Santoshi,Madhubala,Bharat Bhushan,Shyama,5.838738738738739,6.23,6.84,6.5120000000000005,6.615384615384615
1896,1998,151,Musical,3.7,12,Bharat Kapoor,Dharmendra,Dinesh Hingoo,Shafi Inamdar,6.095555555555555,3.6500000000000004,6.045128205128205,4.6875,4.385714285714286
1898,2006,150,Drama,5.9,503,Onir,Juhi Chawla,Urmila Matondkar,Jimmy Sheirgill,6.248697068403909,6.108333333333333,5.635294117647058,5.0765957446808505,6.825
1898,2006,150, Romance,5.9,503,Onir,Juhi Chawla,Urmila Matondkar,Jimmy Sheirgill,5.838738738738739,6.108333333333333,5.635294117647058,5.0765957446808505,6.825
1898,2006,150, Thriller,5.9,503,Onir,Juhi Chawla,Urmila Matondkar,Jimmy Sheirgill,5.674915254237288,6.108333333333333,5.635294117647058,5.0765957446808505,6.825
1899,2001,169,Drama,3.7,586,Goldie Behl,Rani Mukerji,Abhishek Bachchan,Sushmita Sen,6.248697068403909,2.85,5.685714285714286,6.186842105263158,5.6875
1899,2001,169, Romance,3.7,586,Goldie Behl,Rani Mukerji,Abhishek Bachchan,Sushmita Sen,5.838738738738739,2.85,5.685714285714286,6.186842105263158,5.6875
1899,2001,169, Thriller,3.7,586,Goldie Behl,Rani Mukerji,Abhishek Bachchan,Sushmita Sen,5.674915254237288,2.85,5.685714285714286,6.186842105263158,5.6875
1903,1942,146,Drama,6.8,21,Amiya Chakrabarty,Mumtaz Shanti,Ulhas,Mumtaz Ali,6.248697068403909,6.938461538461539,6.25,6.8,6.8
1903,1942,146, Musical,6.8,21,Amiya Chakrabarty,Mumtaz Shanti,Ulhas,Mumtaz Ali,6.289130434782608,6.938461538461539,6.25,6.8,6.8
1904,1960,165,Comedy,6.5,33,Bibhuti Mitra,Nutan,Shammi Kapoor,Minoo Mumtaz,5.838422649140546,6.35,6.726315789473684,6.594444444444445,6.3500000000000005
1904,1960,165, Drama,6.5,33,Bibhuti Mitra,Nutan,Shammi Kapoor,Minoo Mumtaz,5.875793244626407,6.35,6.726315789473684,6.594444444444445,6.3500000000000005
1904,1960,165, Romance,6.5,33,Bibhuti Mitra,Nutan,Shammi Kapoor,Minoo Mumtaz,5.838738738738739,6.35,6.726315789473684,6.594444444444445,6.3500000000000005
1905,1956,150,Drama,7.1,32,Raja Nawathe,Bharat Bhushan,Nimmi,Kumkum,6.248697068403909,6.764705882352941,6.409523809523809,6.868421052631579,6.957142857142857
1905,1956,150, Musical,7.1,32,Raja Nawathe,Bharat Bhushan,Nimmi,Kumkum,6.289130434782608,6.764705882352941,6.409523809523809,6.868421052631579,6.957142857142857
1905,1956,150, Romance,7.1,32,Raja Nawathe,Bharat Bhushan,Nimmi,Kumkum,5.838738738738739,6.764705882352941,6.409523809523809,6.868421052631579,6.957142857142857
1912,1981,139,Drama,6.8,133,Ramesh Talwar,Shashi Kapoor,Rakhee Gulzar,Rekha,6.248697068403909,6.48,6.3065868263473055,6.01304347826087,6.257446808510639
1912,1981,139, Family,6.8,133,Ramesh Talwar,Shashi Kapoor,Rakhee Gulzar,Rekha,6.327197802197802,6.48,6.3065868263473055,6.01304347826087,6.257446808510639
1916,2019,146,Action,7.2,10092,Nikkhil Advani,John Abraham,Nora Fatehi,Mrunal Thakur,5.511985472154963,5.722222222222222,6.225806451612903,7.2,7.25
1916,2019,146, Crime,7.2,10092,Nikkhil Advani,John Abraham,Nora Fatehi,Mrunal Thakur,5.683443708609272,5.722222222222222,6.225806451612903,7.2,7.25
1916,2019,146, Drama,7.2,10092,Nikkhil Advani,John Abraham,Nora Fatehi,Mrunal Thakur,5.875793244626407,5.722222222222222,6.225806451612903,7.2,7.25
1917,1979,112,Comedy,7.5,1118,Basu Chatterjee,Amol Palekar,Tina Ambani,Asrani,5.838422649140546,6.8,7.040909090909091,6.129166666666666,5.92542372881356
1917,1979,112, Romance,7.5,1118,Basu Chatterjee,Amol Palekar,Tina Ambani,Asrani,5.838738738738739,6.8,7.040909090909091,6.129166666666666,5.92542372881356
1918,2019,131,War,2.8,101,Brijesh Batuknath Tripathi,Vicky Ahuja,Kumar Gautam,Karim Hajee,4.333333333333333,2.8,4.6571428571428575,2.8,2.8
1919,2018,161,Drama,6.0,4685,Shree Narayan Singh,Shahid Kapoor,Shraddha Kapoor,Divyendu Sharma,6.248697068403909,6.4,5.779999999999999,6.036842105263158,6.514285714285714
1923,1989,201,Action,6.3,206,J.P. Dutta,Dharmendra,Vinod Khanna,Dimple Kapadia,5.511985472154963,6.068,6.045128205128205,5.754901960784314,6.142307692307692
1923,1989,201, Drama,6.3,206,J.P. Dutta,Dharmendra,Vinod Khanna,Dimple Kapadia,5.875793244626407,6.068,6.045128205128205,5.754901960784314,6.142307692307692
1926,2000,125,Drama,7.0,288,Jag Mundhra,Nandita Das,Raghuvir Yadav,Deepti Naval,6.248697068403909,4.43,6.0600000000000005,6.253846153846154,5.95
1927,1972,130,Comedy,8.0,3793,Hrishikesh Mukherjee,Rajesh Khanna,Jaya Bachchan,Usha Kiran,5.838422649140546,7.313846153846153,6.575280898876405,7.082857142857143,7.238461538461538
1927,1972,130, Musical,8.0,3793,Hrishikesh Mukherjee,Rajesh Khanna,Jaya Bachchan,Usha Kiran,6.289130434782608,7.313846153846153,6.575280898876405,7.082857142857143,7.238461538461538
1927,1972,130, Drama,8.0,3793,Hrishikesh Mukherjee,Rajesh Khanna,Jaya Bachchan,Usha Kiran,5.875793244626407,7.313846153846153,6.575280898876405,7.082857142857143,7.238461538461538
1928,1950,138,Drama,6.9,36,Kidar Nath Sharma,Raj Kapoor,Geeta Bali,Vijayalaxmi,6.248697068403909,7.418181818181819,6.949295774647887,7.1466666666666665,6.7875
1928,1950,138, Romance,6.9,36,Kidar Nath Sharma,Raj Kapoor,Geeta Bali,Vijayalaxmi,5.838738738738739,7.418181818181819,6.949295774647887,7.1466666666666665,6.7875
1932,1949,148,Drama,6.8,6,K. Amarnath,Nigar Sultana,Shyam,Gope,6.248697068403909,6.11,6.6,6.625,6.871428571428572
1932,1949,148, Family,6.8,6,K. Amarnath,Nigar Sultana,Shyam,Gope,6.327197802197802,6.11,6.6,6.625,6.871428571428572
1933,1982,120,Drama,7.3,481,Sagar Sarhadi,Farooq Shaikh,Smita Patil,Naseeruddin Shah,6.248697068403909,7.0,6.5181818181818185,6.2682926829268295,6.48
1933,1982,120, Family,7.3,481,Sagar Sarhadi,Farooq Shaikh,Smita Patil,Naseeruddin Shah,6.327197802197802,7.0,6.5181818181818185,6.2682926829268295,6.48
1935,2014,125,Drama,4.8,15,Ajay Mehra,Ahmed Faisal Inam,Om Puri,Jeet Goswami,6.248697068403909,4.35,4.8,5.743478260869565,4.8
1948,2011,93,Comedy,3.1,88,Chandrakant Singh,Asrani,Ali Khan,Bobby Khan,5.838422649140546,3.9583333333333335,5.133333333333333,3.1,3.1
1948,2011,93, Crime,3.1,88,Chandrakant Singh,Asrani,Ali Khan,Bobby Khan,5.683443708609272,3.9583333333333335,5.133333333333333,3.1,3.1
1948,2011,93, Drama,3.1,88,Chandrakant Singh,Asrani,Ali Khan,Bobby Khan,5.875793244626407,3.9583333333333335,5.133333333333333,3.1,3.1
1949,1993,135,Action,4.8,8,Kawal Sharma,Sidhant Salaria,Malvika Tiwari,Raza Murad,5.511985472154963,5.086666666666667,4.8,4.8,4.875
1949,1993,135, Drama,4.8,8,Kawal Sharma,Sidhant Salaria,Malvika Tiwari,Raza Murad,5.875793244626407,5.086666666666667,4.8,4.8,4.875
1949,1993,135, Romance,4.8,8,Kawal Sharma,Sidhant Salaria,Malvika Tiwari,Raza Murad,5.838738738738739,5.086666666666667,4.8,4.8,4.875
1960,1993,146,Action,3.9,148,Krishnakant Pandya,Ajay Devgn,Urmila Matondkar,Reena Roy,5.511985472154963,5.2,5.3691489361702125,5.0765957446808505,5.674358974358975
1960,1993,146, Crime,3.9,148,Krishnakant Pandya,Ajay Devgn,Urmila Matondkar,Reena Roy,5.683443708609272,5.2,5.3691489361702125,5.0765957446808505,5.674358974358975
1966,2013,125,Drama,5.6,10,Krishna Mishra,Pawan Rajput,Satyajeet Rajput,Vikas Shrivastav,6.248697068403909,5.6,5.6,5.6,5.6
1968,1962,158,Thriller,7.1,341,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Manmohan Krishna,5.332584269662922,6.8999999999999995,6.3999999999999995,6.925000000000001,6.7
1968,1962,158, Musical,7.1,341,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Manmohan Krishna,6.289130434782608,6.8999999999999995,6.3999999999999995,6.925000000000001,6.7
1968,1962,158, Mystery,7.1,341,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Manmohan Krishna,5.8710204081632655,6.8999999999999995,6.3999999999999995,6.925000000000001,6.7
